section,rectangle,ROI,label,xcentroid,ycentroid,MajorAxis,MinorAxis,angle,circ.,AR,round,solidity
3,2,31,20210909_Xyln_03_2.tif,1.512,3.776,0.745,0.643,179.289,0.916,1.158,0.864,0.936
3,2,32,20210909_Xyln_03_2.tif,0.557,3.907,0.903,0.501,165.21,0.776,1.802,0.555,0.911
3,2,33,20210909_Xyln_03_2.tif,3.074,3.952,0.715,0.618,176.5,0.967,1.157,0.864,0.953
3,2,35,20210909_Xyln_03_2.tif,2.277,4.086,0.835,0.552,175.544,0.863,1.512,0.661,0.931
3,2,36,20210909_Xyln_03_2.tif,1.302,4.385,0.728,0.548,169.828,0.726,1.329,0.752,0.894
3,2,37,20210909_Xyln_03_2.tif,6.573,4.546,0.803,0.561,174.617,0.851,1.43,0.699,0.932
3,2,38,20210909_Xyln_03_2.tif,3.588,4.624,0.974,0.552,166.777,0.808,1.765,0.566,0.93
3,2,39,20210909_Xyln_03_2.tif,5.503,4.632,0.884,0.561,146.596,0.867,1.574,0.635,0.934
3,2,40,20210909_Xyln_03_2.tif,2.604,4.663,0.876,0.484,171.469,0.824,1.812,0.552,0.934
3,2,41,20210909_Xyln_03_2.tif,1.568,4.972,0.857,0.519,4.124,0.857,1.652,0.605,0.931
3,2,42,20210909_Xyln_03_2.tif,6.91,5.163,0.8,0.594,7.181,0.872,1.347,0.742,0.92
3,2,43,20210909_Xyln_03_2.tif,3.348,5.195,0.842,0.562,161.109,0.886,1.497,0.668,0.933
3,2,44,20210909_Xyln_03_2.tif,4.219,5.196,0.764,0.555,164.307,0.867,1.376,0.727,0.93
3,2,45,20210909_Xyln_03_2.tif,2.445,5.242,0.811,0.452,161.898,0.793,1.796,0.557,0.894
3,2,46,20210909_Xyln_03_2.tif,5.149,5.296,0.626,0.352,38.836,0.839,1.781,0.562,0.903
3,2,47,20210909_Xyln_03_2.tif,5.843,5.432,0.791,0.625,174.185,0.906,1.265,0.79,0.928
3,2,48,20210909_Xyln_03_2.tif,1.286,5.537,0.75,0.395,176.82,0.758,1.897,0.527,0.897
3,2,49,20210909_Xyln_03_2.tif,2.301,5.655,0.731,0.253,166.298,0.63,2.888,0.346,0.861
3,2,50,20210909_Xyln_03_2.tif,3.936,5.779,0.805,0.532,172.309,0.843,1.513,0.661,0.916
3,2,51,20210909_Xyln_03_2.tif,4.944,5.795,0.925,0.431,168.813,0.732,2.144,0.466,0.907
3,2,52,20210909_Xyln_03_2.tif,3.178,5.892,0.652,0.397,157.392,0.795,1.641,0.609,0.9
3,2,53,20210909_Xyln_03_2.tif,1.205,6.046,0.753,0.484,4.351,0.832,1.556,0.643,0.901
3,2,54,20210909_Xyln_03_2.tif,2.032,6.064,0.657,0.536,139.834,0.879,1.227,0.815,0.912
3,2,55,20210909_Xyln_03_2.tif,5.88,6.141,0.852,0.558,175.879,0.855,1.529,0.654,0.933
3,3,1,20210909_Xyln_03_3.tif,7.145,0.483,0.313,0.164,114.341,0.825,1.908,0.524,0.852
3,3,2,20210909_Xyln_03_3.tif,3.092,0.746,1.087,0.47,151.166,0.707,2.315,0.432,0.887
3,3,3,20210909_Xyln_03_3.tif,4.891,0.728,0.795,0.518,14.223,0.88,1.533,0.652,0.941
3,3,4,20210909_Xyln_03_3.tif,6.183,0.862,0.846,0.312,130.716,0.653,2.711,0.369,0.83
3,3,5,20210909_Xyln_03_3.tif,2.295,0.864,1.007,0.407,166.852,0.644,2.477,0.404,0.868
3,3,6,20210909_Xyln_03_3.tif,1.667,1.026,0.923,0.329,139.533,0.588,2.808,0.356,0.778
3,3,7,20210909_Xyln_03_3.tif,5.648,1.094,0.892,0.579,152.923,0.829,1.54,0.649,0.903
3,3,8,20210909_Xyln_03_3.tif,6.834,1.31,0.739,0.424,138.64,0.801,1.743,0.574,0.866
3,3,10,20210909_Xyln_03_3.tif,1.441,1.66,1.14,0.577,116.573,0.478,1.974,0.507,0.768
3,3,11,20210909_Xyln_03_3.tif,2.539,1.459,0.929,0.439,154.821,0.673,2.118,0.472,0.84
3,3,12,20210909_Xyln_03_3.tif,6.519,1.751,0.897,0.461,140.005,0.819,1.947,0.514,0.917
3,3,13,20210909_Xyln_03_3.tif,5.693,1.681,0.813,0.388,158.962,0.682,2.096,0.477,0.882
3,3,14,20210909_Xyln_03_3.tif,5.337,1.873,1.068,0.234,149.134,0.462,4.555,0.22,0.765
3,3,15,20210909_Xyln_03_3.tif,4.522,1.942,0.874,0.532,166.235,0.779,1.642,0.609,0.894
3,3,16,20210909_Xyln_03_3.tif,2.807,2.158,0.805,0.492,157.332,0.887,1.636,0.611,0.933
3,3,17,20210909_Xyln_03_3.tif,6.356,2.339,0.873,0.499,156.13,0.827,1.75,0.572,0.911
3,3,18,20210909_Xyln_03_3.tif,5.491,2.457,1.178,0.472,148.922,0.687,2.497,0.401,0.89
3,3,20,20210909_Xyln_03_3.tif,1.255,2.753,0.768,0.67,164.551,0.913,1.146,0.873,0.929
3,3,21,20210909_Xyln_03_3.tif,2.899,2.922,0.761,0.673,157.369,0.909,1.132,0.884,0.929
3,3,22,20210909_Xyln_03_3.tif,4.647,2.894,0.75,0.47,167.553,0.842,1.594,0.627,0.902
3,3,23,20210909_Xyln_03_3.tif,0.519,3,0.765,0.541,160.241,0.851,1.415,0.707,0.907
3,3,24,20210909_Xyln_03_3.tif,5.497,2.981,0.849,0.292,158.928,0.517,2.905,0.344,0.787
3,3,25,20210909_Xyln_03_3.tif,6.458,3.046,0.978,0.431,155.224,0.72,2.268,0.441,0.892
3,3,26,20210909_Xyln_03_3.tif,3.599,3.317,0.696,0.577,169.975,0.938,1.206,0.829,0.938
3,3,27,20210909_Xyln_03_3.tif,4.34,3.397,0.719,0.598,157.163,0.784,1.203,0.831,0.893
3,3,28,20210909_Xyln_03_3.tif,5.945,3.522,1.87,0.377,165.882,0.325,4.958,0.202,0.697
3,3,29,20210909_Xyln_03_3.tif,1.179,3.494,0.701,0.607,5.71,0.933,1.156,0.865,0.937
3,3,30,20210909_Xyln_03_3.tif,1.986,3.558,0.746,0.523,146.032,0.844,1.428,0.7,0.925
3,3,31,20210909_Xyln_03_3.tif,2.867,3.632,0.779,0.501,160.964,0.86,1.554,0.643,0.952
3,3,32,20210909_Xyln_03_3.tif,5.084,3.758,0.784,0.473,155.027,0.876,1.658,0.603,0.924
3,3,33,20210909_Xyln_03_3.tif,3.86,3.912,0.869,0.465,165.408,0.806,1.868,0.535,0.907
3,3,34,20210909_Xyln_03_3.tif,6.159,4.065,0.873,0.375,135.161,0.569,2.328,0.429,0.826
3,3,35,20210909_Xyln_03_3.tif,0.863,4.171,0.821,0.543,157.512,0.775,1.513,0.661,0.913
3,3,36,20210909_Xyln_03_3.tif,2.675,4.159,0.854,0.535,162.185,0.841,1.594,0.627,0.932
3,3,37,20210909_Xyln_03_3.tif,1.758,4.218,0.831,0.564,177.813,0.898,1.474,0.679,0.939
3,3,38,20210909_Xyln_03_3.tif,4.778,4.202,0.843,0.437,147.118,0.774,1.927,0.519,0.903
3,3,39,20210909_Xyln_03_3.tif,5.637,4.394,0.742,0.573,166.623,0.913,1.294,0.773,0.925
3,3,40,20210909_Xyln_03_3.tif,3.479,4.418,0.683,0.597,176.809,0.931,1.144,0.874,0.93
3,3,41,20210909_Xyln_03_3.tif,4.307,4.493,0.782,0.466,159.502,0.85,1.677,0.596,0.932
3,3,42,20210909_Xyln_03_3.tif,2.391,4.723,0.88,0.58,175.999,0.871,1.516,0.66,0.937
3,3,43,20210909_Xyln_03_3.tif,0.635,4.804,0.745,0.579,5.763,0.906,1.286,0.778,0.93
3,3,44,20210909_Xyln_03_3.tif,6.379,4.788,0.895,0.381,156.128,0.701,2.352,0.425,0.901
3,3,45,20210909_Xyln_03_3.tif,1.53,4.858,0.796,0.564,168.77,0.878,1.41,0.709,0.923
3,3,46,20210909_Xyln_03_3.tif,5.17,4.824,0.865,0.462,170.101,0.798,1.872,0.534,0.91
3,3,47,20210909_Xyln_03_3.tif,4.084,4.965,0.829,0.492,161.416,0.856,1.684,0.594,0.928
3,3,48,20210909_Xyln_03_3.tif,3.271,5.068,0.835,0.519,149.955,0.84,1.609,0.621,0.911
3,3,49,20210909_Xyln_03_3.tif,6.022,5.174,0.808,0.509,166.79,0.891,1.587,0.63,0.941
3,3,50,20210909_Xyln_03_3.tif,4.951,5.288,0.94,0.444,3.698,0.687,2.117,0.472,0.9
3,3,51,20210909_Xyln_03_3.tif,2.497,5.374,0.966,0.498,169.377,0.776,1.94,0.515,0.931
3,3,52,20210909_Xyln_03_3.tif,0.969,5.402,0.868,0.531,171.49,0.909,1.634,0.612,0.963
3,3,53,20210909_Xyln_03_3.tif,1.79,5.672,0.764,0.67,126.771,0.909,1.141,0.877,0.929
3,3,54,20210909_Xyln_03_3.tif,4.139,5.622,0.812,0.544,164.586,0.907,1.493,0.67,0.943
3,3,55,20210909_Xyln_03_3.tif,5.545,5.704,0.868,0.518,171.204,0.843,1.676,0.597,0.923
3,3,56,20210909_Xyln_03_3.tif,3.361,5.843,0.753,0.586,135.072,0.907,1.284,0.779,0.931
3,3,57,20210909_Xyln_03_3.tif,2.543,5.886,0.599,0.329,6.005,0.771,1.819,0.55,0.885
3,3,58,20210909_Xyln_03_3.tif,1.043,6.052,0.91,0.617,161.04,0.885,1.475,0.678,0.931
3,3,59,20210909_Xyln_03_3.tif,5.016,6.116,0.881,0.494,149.126,0.827,1.783,0.561,0.915
3,3,60,20210909_Xyln_03_3.tif,6.173,6.204,0.979,0.491,179.07,0.77,1.994,0.502,0.928
3,3,61,20210909_Xyln_03_3.tif,4.248,6.305,0.894,0.489,164.682,0.798,1.828,0.547,0.912
3,3,62,20210909_Xyln_03_3.tif,1.789,6.422,0.626,0.538,3.95,0.891,1.165,0.859,0.914
3,3,63,20210909_Xyln_03_3.tif,1.128,6.615,0.864,0.23,165.98,0.464,3.749,0.267,0.759
3,3,64,20210909_Xyln_03_3.tif,3.114,6.702,0.671,0.373,17.908,0.793,1.797,0.556,0.898
3,3,65,20210909_Xyln_03_3.tif,5.968,6.784,0.958,0.411,174.772,0.717,2.328,0.43,0.909
3,4,1,20210909_Xyln_03_4.tif,2.274,0.638,1.438,0.923,125.532,0.431,1.558,0.642,0.813
3,4,2,20210909_Xyln_03_4.tif,0.367,0.469,0.184,0.138,0,1,1.333,0.75,1
3,4,3,20210909_Xyln_03_4.tif,1.383,0.787,0.814,0.56,165.47,0.527,1.454,0.688,0.799
3,4,4,20210909_Xyln_03_4.tif,3.424,0.756,1.029,0.472,179.459,0.756,2.18,0.459,0.925
3,4,5,20210909_Xyln_03_4.tif,4.542,0.955,0.906,0.646,172.067,0.921,1.403,0.713,0.944
3,4,6,20210909_Xyln_03_4.tif,0.702,1.232,0.825,0.588,123.026,0.857,1.403,0.713,0.927
3,4,7,20210909_Xyln_03_4.tif,3.74,1.334,0.9,0.606,171.925,0.882,1.487,0.673,0.931
3,4,8,20210909_Xyln_03_4.tif,1.58,1.403,0.73,0.366,0.628,0.67,1.996,0.501,0.846
3,4,9,20210909_Xyln_03_4.tif,5.171,1.529,0.883,0.574,177.016,0.843,1.538,0.65,0.934
3,4,10,20210909_Xyln_03_4.tif,2.602,1.686,1.434,0.635,19.688,0.405,2.258,0.443,0.763
3,4,11,20210909_Xyln_03_4.tif,0.367,1.794,0.383,0.277,132.029,0.962,1.381,0.724,0.901
3,4,12,20210909_Xyln_03_4.tif,4.651,2.108,0.942,0.586,157.963,0.892,1.608,0.622,0.952
3,4,13,20210909_Xyln_03_4.tif,3.343,2.03,0.748,0.309,0.638,0.593,2.42,0.413,0.801
3,4,14,20210909_Xyln_03_4.tif,5.734,2.175,0.807,0.625,171.623,0.944,1.29,0.775,0.95
3,4,15,20210909_Xyln_03_4.tif,0.931,2.276,0.861,0.675,160.074,0.905,1.274,0.785,0.938
3,4,16,20210909_Xyln_03_4.tif,1.927,2.314,1.016,0.543,156.295,0.785,1.871,0.535,0.917
3,4,17,20210909_Xyln_03_4.tif,2.96,2.423,0.831,0.465,160.085,0.818,1.787,0.559,0.915
3,4,18,20210909_Xyln_03_4.tif,3.894,2.511,0.883,0.547,167.553,0.843,1.614,0.62,0.929
3,4,19,20210909_Xyln_03_4.tif,1.281,3.164,1.387,0.925,35.629,0.417,1.499,0.667,0.821
3,4,20,20210909_Xyln_03_4.tif,2.539,2.953,0.899,0.519,164.916,0.726,1.732,0.577,0.9
3,4,21,20210909_Xyln_03_4.tif,3.519,3.043,0.845,0.502,161.41,0.764,1.684,0.594,0.905
3,4,22,20210909_Xyln_03_4.tif,4.53,3.08,0.858,0.621,173.061,0.903,1.382,0.724,0.938
3,4,23,20210909_Xyln_03_4.tif,5.551,3.36,0.872,0.513,164.123,0.827,1.698,0.589,0.927
3,4,24,20210909_Xyln_03_4.tif,2.084,3.513,0.675,0.56,179.436,0.68,1.205,0.83,0.807
3,4,25,20210909_Xyln_03_4.tif,3.139,3.624,0.935,0.597,157.616,0.878,1.566,0.638,0.938
3,4,26,20210909_Xyln_03_4.tif,4.152,3.655,0.92,0.588,167.416,0.875,1.564,0.639,0.929
3,4,27,20210909_Xyln_03_4.tif,0.513,3.759,0.877,0.401,146.704,0.756,2.186,0.457,0.881
3,4,28,20210909_Xyln_03_4.tif,5.135,3.809,0.922,0.494,162.56,0.773,1.865,0.536,0.919
3,4,29,20210909_Xyln_03_4.tif,2.058,4.515,1.825,0.64,137.921,0.427,2.851,0.351,0.752
3,4,30,20210909_Xyln_03_4.tif,2.634,4.175,0.838,0.6,163.301,0.913,1.399,0.715,0.946
3,4,31,20210909_Xyln_03_4.tif,3.502,4.356,0.723,0.625,154.311,0.928,1.157,0.864,0.93
3,4,32,20210909_Xyln_03_4.tif,4.382,4.306,0.726,0.482,163.283,0.801,1.508,0.663,0.897
3,4,33,20210909_Xyln_03_4.tif,5.373,4.411,0.919,0.49,163.711,0.807,1.876,0.533,0.93
3,4,34,20210909_Xyln_03_4.tif,4.222,4.929,0.826,0.662,168.32,0.902,1.248,0.801,0.926
3,4,35,20210909_Xyln_03_4.tif,5.137,4.963,0.783,0.593,150.986,0.851,1.319,0.758,0.924
3,4,36,20210909_Xyln_03_4.tif,1.294,5.203,1.276,0.582,126.986,0.354,2.192,0.456,0.697
3,4,38,20210909_Xyln_03_4.tif,3.388,5.14,0.914,0.575,144.172,0.791,1.589,0.629,0.895
3,4,39,20210909_Xyln_03_4.tif,2.568,5.394,0.445,0.224,168.068,0.864,1.989,0.503,0.895
3,4,40,20210909_Xyln_03_4.tif,5.474,5.612,0.718,0.491,169.484,0.73,1.462,0.684,0.849
3,4,41,20210909_Xyln_03_4.tif,4.529,5.664,1.002,0.527,165.288,0.765,1.902,0.526,0.896
3,4,42,20210909_Xyln_03_4.tif,2.99,5.846,0.785,0.573,172.521,0.904,1.369,0.731,0.934
3,4,43,20210909_Xyln_03_4.tif,3.801,5.783,0.343,0.285,150.745,0.992,1.202,0.832,0.929
3,4,44,20210909_Xyln_03_4.tif,2.075,6.107,0.807,0.555,156.542,0.911,1.455,0.687,0.934
3,4,45,20210909_Xyln_03_4.tif,0.849,6.396,0.345,0.184,123.69,0.877,1.871,0.534,0.882
3,5,1,20210909_Xyln_03_5.tif,3.131,0.571,0.935,0.541,148.024,0.842,1.728,0.579,0.928
3,5,2,20210909_Xyln_03_5.tif,2.363,0.567,0.777,0.53,146.347,0.872,1.466,0.682,0.933
3,5,3,20210909_Xyln_03_5.tif,4.029,0.658,0.802,0.494,164.119,0.865,1.625,0.615,0.941
3,5,4,20210909_Xyln_03_5.tif,1.156,0.65,0.832,0.415,169.343,0.777,2.006,0.498,0.914
3,5,5,20210909_Xyln_03_5.tif,4.857,0.989,0.703,0.485,135.35,0.86,1.45,0.69,0.908
3,5,6,20210909_Xyln_03_5.tif,2.208,1.16,0.8,0.527,152.218,0.856,1.52,0.658,0.937
3,5,7,20210909_Xyln_03_5.tif,3.192,1.164,0.935,0.413,154.59,0.711,2.264,0.442,0.899
3,5,8,20210909_Xyln_03_5.tif,1.413,1.218,0.78,0.546,157.312,0.91,1.429,0.7,0.958
3,5,9,20210909_Xyln_03_5.tif,4.052,1.226,0.736,0.546,165.745,0.897,1.346,0.743,0.932
3,5,10,20210909_Xyln_03_5.tif,5.316,1.415,0.426,0.31,162.84,0.964,1.377,0.726,0.931
3,5,11,20210909_Xyln_03_5.tif,3.045,1.6,0.924,0.46,151.665,0.809,2.008,0.498,0.925
3,5,12,20210909_Xyln_03_5.tif,4.464,1.808,0.903,0.513,167.492,0.813,1.759,0.568,0.92
3,5,13,20210909_Xyln_03_5.tif,1.157,2.026,1.052,0.44,123.22,0.679,2.391,0.418,0.853
3,5,14,20210909_Xyln_03_5.tif,1.659,1.873,0.827,0.527,140.598,0.859,1.57,0.637,0.942
3,5,15,20210909_Xyln_03_5.tif,2.435,1.881,0.809,0.538,155.28,0.877,1.504,0.665,0.942
3,5,16,20210909_Xyln_03_5.tif,5.444,2.104,0.934,0.47,151.038,0.802,1.986,0.504,0.933
3,5,17,20210909_Xyln_03_5.tif,3.98,2.187,0.94,0.472,153.774,0.793,1.993,0.502,0.92
3,5,18,20210909_Xyln_03_5.tif,3.178,2.349,0.747,0.625,156.661,0.921,1.196,0.836,0.946
3,5,19,20210909_Xyln_03_5.tif,4.929,2.448,0.935,0.548,165.327,0.842,1.708,0.585,0.945
3,5,20,20210909_Xyln_03_5.tif,2.435,2.484,0.789,0.482,155.879,0.849,1.638,0.61,0.935
3,5,21,20210909_Xyln_03_5.tif,1.983,2.823,1.008,0.534,143.51,0.827,1.889,0.529,0.918
3,5,22,20210909_Xyln_03_5.tif,3.851,2.803,0.732,0.554,9.908,0.906,1.321,0.757,0.936
3,5,23,20210909_Xyln_03_5.tif,1.118,2.882,0.953,0.566,164.819,0.849,1.683,0.594,0.945
3,5,24,20210909_Xyln_03_5.tif,5.768,2.968,0.877,0.605,169.243,0.895,1.45,0.69,0.951
3,5,25,20210909_Xyln_03_5.tif,4.814,3.006,0.991,0.455,157.971,0.756,2.175,0.46,0.923
3,5,26,20210909_Xyln_03_5.tif,3.102,3.039,0.753,0.56,152.406,0.893,1.344,0.744,0.934
3,5,27,20210909_Xyln_03_5.tif,0.978,3.391,0.922,0.402,154.684,0.695,2.293,0.436,0.895
3,5,28,20210909_Xyln_03_5.tif,4.382,3.42,0.926,0.506,151.465,0.78,1.83,0.547,0.896
3,5,29,20210909_Xyln_03_5.tif,2.093,3.402,0.942,0.32,158.678,0.582,2.946,0.339,0.793
3,5,30,20210909_Xyln_03_5.tif,3.025,3.621,0.79,0.456,137.747,0.609,1.732,0.577,0.874
3,5,31,20210909_Xyln_03_5.tif,3.853,3.698,0.744,0.479,145.128,0.887,1.553,0.644,0.953
3,5,32,20210909_Xyln_03_5.tif,5.24,3.7,0.722,0.557,157.849,0.947,1.295,0.772,0.96
3,5,33,20210909_Xyln_03_5.tif,1.898,3.777,0.852,0.481,151.204,0.808,1.771,0.565,0.927
3,5,34,20210909_Xyln_03_5.tif,1.207,4.025,0.967,0.54,159.62,0.836,1.791,0.558,0.94
3,5,35,20210909_Xyln_03_5.tif,4.635,4.117,0.732,0.581,161.272,0.921,1.26,0.794,0.931
3,5,36,20210909_Xyln_03_5.tif,2.534,4.295,1.199,0.685,16.769,0.373,1.75,0.571,0.768
3,5,37,20210909_Xyln_03_5.tif,0.68,4.457,0.818,0.578,151.286,0.925,1.416,0.706,0.943
3,5,38,20210909_Xyln_03_5.tif,3.618,4.458,0.985,0.52,14.163,0.776,1.894,0.528,0.922
3,5,39,20210909_Xyln_03_5.tif,5.387,4.581,0.832,0.538,161.506,0.9,1.547,0.646,0.948
3,5,40,20210909_Xyln_03_5.tif,1.56,4.766,0.709,0.37,142.116,0.809,1.916,0.522,0.914
3,5,41,20210909_Xyln_03_5.tif,4.2,5.024,0.805,0.546,157.055,0.866,1.473,0.679,0.935
3,5,42,20210909_Xyln_03_5.tif,3.248,5.011,0.736,0.396,162.783,0.834,1.859,0.538,0.928
3,5,43,20210909_Xyln_03_5.tif,1.2,5.218,0.831,0.603,176.175,0.903,1.378,0.725,0.951
3,5,44,20210909_Xyln_03_5.tif,2.393,5.121,0.494,0.335,155.689,0.875,1.474,0.678,0.939
3,5,45,20210909_Xyln_03_5.tif,4.976,5.094,0.311,0.222,0,0.938,1.4,0.714,1
3,5,46,20210909_Xyln_03_5.tif,5.672,5.486,0.817,0.461,179.417,0.819,1.773,0.564,0.957
3,5,47,20210909_Xyln_03_5.tif,3.881,5.56,0.818,0.525,165.69,0.862,1.557,0.642,0.962
3,5,48,20210909_Xyln_03_5.tif,4.776,5.596,0.726,0.573,169.676,0.916,1.268,0.789,0.957
3,5,49,20210909_Xyln_03_5.tif,2.295,5.684,1.033,0.538,145.962,0.768,1.92,0.521,0.925
3,5,50,20210909_Xyln_03_5.tif,3.196,5.816,0.734,0.54,153.89,0.846,1.359,0.736,0.918
3,5,51,20210909_Xyln_03_5.tif,1.371,5.83,0.881,0.477,166.15,0.811,1.848,0.541,0.934
3,5,52,20210909_Xyln_03_5.tif,5.857,6.05,0.433,0.369,110.528,0.917,1.173,0.852,0.959
3,5,53,20210909_Xyln_03_5.tif,4.041,6.26,0.629,0.498,173.171,0.929,1.264,0.791,0.949
3,5,54,20210909_Xyln_03_5.tif,4.953,6.269,0.74,0.431,179.842,0.813,1.716,0.583,0.923
3,5,55,20210909_Xyln_03_5.tif,1.007,6.311,0.638,0.349,164.53,0.871,1.83,0.546,0.95
